product_no,product_url,product_name,category,sub_category,price,fabric,fit_type,size_range,recommended_body_type,body_cover_features,style_tags,season,length_type,sleeve_type,color_options,recommended_age,coordination_items,product_summary,shoulder,chest,chest_measure_type,armhole,sleeve,sleeve_circumference,length,length_front,length_back,measurement_source,raw_measurements
28706,https://www.misharp.co.kr/product/detail.html?product_no=28706,소프트 시티 블랙 데님 자켓,아우터,자켓,135800,코튼 100% 소재입니다,,55-77,어깨좁음;하체통통,힙커버,클래식;데일리;오피스룩,겨울,기본,긴팔,블랙,4050,데님,【고급 트윌 코튼 100%】,40,57,circumference,53,62,,,,,text,"[{""어깨단면"": ""40""}, {""암홀둘레"": ""53""}, {""소매길이"": ""62""}, {""가슴둘레"": ""114""}]"
28702,https://www.misharp.co.kr/product/detail.html?product_no=28702,에어리 홀 반팔 티셔츠 / 사이즈별,블라우스/셔츠,셔츠,26800,코튼80% 폴리에스터20% 혼용 소재이며 / 폴리에스터20% 혼용 소재이며,,55-88,어깨좁음,,데일리;오피스룩,여름;겨울,크롭,반팔,아이보리;소라,4050,데님,【쾌적 펀칭원단 / 2가지 사이즈】,42,51,circumference,43,18,,,,,text,"[{""어깨단면"": ""42""}, {""암홀둘레"": ""43""}, {""소매길이"": ""18""}, {""가슴둘레"": ""102""}]"
27506,https://www.misharp.co.kr/product/detail.html?product_no=27506,2타입 스판 부츠컷 데님,팬츠,데님,31400,코튼75% 폴리에스터23% 스판2% 혼용 소재입니다 / 폴리에스터23% 스판2% 혼용 소재입니다 / 스판2% 혼용 소재입니다,,44-99,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리,여름,롱,긴팔,,4050,데님,【숏/롱 길이별 & 5가지 사이즈】,,,,,,,,,,,
28703,https://www.misharp.co.kr/product/detail.html?product_no=28703,S. 블랙 트임 미디 스커트,원피스/스커트,스커트,32300,폴리에스터95% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,,55-66반,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리,여름;겨울,기본,긴팔,블랙,4050,데님;스커트,【변형없는 최고 텐션의 슬림함】,,,,,,,,,,,
27598,https://www.misharp.co.kr/product/detail.html?product_no=27598,에어 무드 레글런 쿨 점퍼,아우터,점퍼,53900,레이온60% + 나일론20%의 혼방 소재는 한여름에도 후들하게 / 나일론20%의 혼방 소재는 한여름에도 후들하게,,55-77,어깨좁음;복부체형,팔뚝커버;허리라인보정,페미닌;데일리;오피스룩,여름;겨울,크롭,긴팔,블랙;베이지,4050,슬랙스;데님,【린넨 20】,,52,circumference,,56,,,,,text,"[{""소매길이"": ""56""}, {""가슴둘레"": ""104""}]"
27604,https://www.misharp.co.kr/product/detail.html?product_no=27604,퓨어 밴딩 미디 스커트,원피스/스커트,스커트,44900,코튼87% 나일론13% 혼용 소재입니다 / 나일론13% 혼용 소재입니다,A라인,55-66반,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,데일리;오피스룩,,기본,긴팔,화이트;아이보리;그레이,4050,데님;스커트,"미샵 - 퓨어 밴딩 미디 스커트 (1 color) 퓨어 밴딩 미디 스커트 (1 color) (해외배송 가능상품) ( 건) 퓨어 밴딩 미디 스커트 (1 color) 49,800원 44,900원 남은시간 2일 21:53:53 (4,900원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 440원 (1%) 재입고 알림 SMS 상품 옵션 옵션선택 상품 목록 상품명 상품수 가격",,,,,,,,,,,
28699,https://www.misharp.co.kr/product/detail.html?product_no=28699,안티필링 홀가먼트 반팔 브이 니트,니트/가디건,니트,34700,,,55-77,어깨좁음,,데일리;오피스룩,여름;겨울,기본,반팔,블랙;아이보리;그레이;핑크;소라,4050,데님;니트,【안티 필링 원사로 보풀최소화】,55,51,circumference,34,18,,,,,text,"[{""어깨단면"": ""55""}, {""암홀둘레"": ""34""}, {""소매길이"": ""18""}, {""가슴둘레"": ""102""}]"
28700,https://www.misharp.co.kr/product/detail.html?product_no=28700,무드업 레이어드 쉬폰 원피스,원피스/스커트,원피스,44600,,,55-66반,4050 여성 일반체형,뱃살커버,데일리;오피스룩,봄;여름;가을,기본,반팔,블랙,4050,슬랙스;데님;스커트;원피스,"미샵 - 무드업 레이어드 쉬폰 원피스 (2 color) 무드업 레이어드 쉬폰 원피스 (2 color) (해외배송 가능상품) ( 건) 무드업 레이어드 쉬폰 원피스 (2 color) 49,500원 44,600원 남은시간 2일 21:53:49 (4,900원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 440원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션",,48,circumference,52,,,,,,text,"[{""암홀둘레"": ""52""}, {""가슴둘레"": ""96""}]"
28701,https://www.misharp.co.kr/product/detail.html?product_no=28701,매그 S 659 슬랙스,팬츠,슬랙스,35600,나일론92% 스판8% 혼용 소재입니다 / 스판8% 혼용 소재입니다,,55-99,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,겨울,기본,긴팔,블랙;베이지,4050,슬랙스;데님,★SS제작 팬츠 165★,,,,,,,,,,,
28712,https://www.misharp.co.kr/product/detail.html?product_no=28712,위크 브이 반팔 맨투맨,티셔츠,티셔츠,36800,코튼100% 소재입니다,,55-77,어깨좁음;팔뚝통통;하체통통,팔뚝커버;힙커버,데일리,여름;겨울,기본,반팔,그레이;네이비,4050,데님,"미샵 - 위크 브이 반팔 맨투맨 (2 color) 위크 브이 반팔 맨투맨 (2 color) (해외배송 가능상품) ( 건) 위크 브이 반팔 맨투맨 (2 color) 36,800원 360원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 그레이 네이비 옵션선택 상품 목록 상품명 상품수 가격 위크 브이 반팔 맨투맨 (2 colo",54.5,53,circumference,44,18,,,,,text,"[{""어깨단면"": ""54.5""}, {""암홀둘레"": ""44""}, {""소매길이"": ""18""}, {""가슴둘레"": ""106""}]"
28698,https://www.misharp.co.kr/product/detail.html?product_no=28698,레이어드 랩 펜슬 스커트 / 사이즈별,원피스/스커트,스커트,41300,,,55-77,복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩;모임룩,여름;겨울,크롭,긴팔,아이보리,4050,데님;스커트,【사이즈별로 제작】,,,,,,,,,,,
26296,https://www.misharp.co.kr/product/detail.html?product_no=26296,비조 프레시 셔츠 자켓,아우터,자켓,35600,,,55-77,어깨좁음;하체통통,뱃살커버;힙커버,클래식;데일리;오피스룩,여름,기본,긴팔,화이트,4050,데님,"미샵 - 비조 프레시 셔츠 자켓 (3 color) 비조 프레시 셔츠 자켓 (3 color) (해외배송 가능상품) ( 건) 비조 프레시 셔츠 자켓 (3 color) 39,500원 35,600원 남은시간 2일 21:53:42 (3,900원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 350원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요",59.5,88,circumference,42,33,,,,,text,"[{""어깨단면"": ""59.5""}, {""암홀둘레"": ""42""}, {""소매길이"": ""33""}, {""가슴둘레"": ""176""}]"
26330,https://www.misharp.co.kr/product/detail.html?product_no=26330,에브리데이 리본 실켓 티셔츠,블라우스/셔츠,셔츠,29600,,,55-77,어깨좁음,허리라인보정,페미닌;데일리;오피스룩,봄;여름;가을,기본,반팔,블랙;베이지;핑크,4050,데님,[블랙 컬러는 리본 나염 생략],38,52,circumference,50,43,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""50""}, {""소매길이"": ""43""}, {""가슴둘레"": ""104""}]"
23637,https://www.misharp.co.kr/product/detail.html?product_no=23637,로프트 자켓,아우터,자켓,104300,,,55-77,어깨좁음,,클래식;데일리,봄;여름;가을,기본,반팔,블랙;네이비,4050,슬랙스;데님;스커트;원피스,【브랜드 원단과 공정 / 사이즈별】,42,51,circumference,46,57,,,,,text,"[{""어깨단면"": ""42""}, {""암홀둘레"": ""46""}, {""소매길이"": ""57""}, {""가슴둘레"": ""102""}]"
28695,https://www.misharp.co.kr/product/detail.html?product_no=28695,커브드 논페이드 데님 슬랙스,팬츠,슬랙스,43700,폴리에스터95% 소재로 일반 데님보다 훨씬 매끄럽고 고우며,,55-77,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,봄;여름;가을,기본,긴팔,,4050,슬랙스;데님,"미샵 - 커브드 논페이드 데님 슬랙스 (2 color) 커브드 논페이드 데님 슬랙스 (2 color) (해외배송 가능상품) ( 건) 커브드 논페이드 데님 슬랙스 (2 color) 48,500원 43,700원 남은시간 2일 21:53:37 (4,800원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 430원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션",,,,,,,,,,,
28692,https://www.misharp.co.kr/product/detail.html?product_no=28692,샌드 보카 루즈핏 니트,니트/가디건,니트,38600,,루즈핏,55-77,어깨좁음;하체통통,힙커버,데일리;오피스룩,봄;여름;가을,기본,긴팔,블랙;베이지,4050,슬랙스;데님;스커트;원피스,"미샵 - 샌드 보카 루즈핏 니트 (3 color) 샌드 보카 루즈핏 니트 (3 color) (해외배송 가능상품) ( 건) 샌드 보카 루즈핏 니트 (3 color) 42,800원 38,600원 남은시간 2일 21:53:35 (4,200원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 380원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요",64,61,circumference,43,44,,,,,text,"[{""어깨단면"": ""64""}, {""암홀둘레"": ""43""}, {""소매길이"": ""44""}, {""가슴둘레"": ""122""}]"
28693,https://www.misharp.co.kr/product/detail.html?product_no=28693,실키 타이 드레이프 블라우스,블라우스/셔츠,블라우스,52700,,,55-77,어깨좁음;하체통통,힙커버,데일리;오피스룩;모임룩,봄;여름;가을,기본,긴팔,,4050,데님,"미샵 - 실키 타이 드레이프 블라우스 (2 color) 실키 타이 드레이프 블라우스 (2 color) (해외배송 가능상품) ( 건) 실키 타이 드레이프 블라우스 (2 color) 58,500원 52,700원 남은시간 2일 21:53:33 (5,800원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 520원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션",,56.5,circumference,,68,,,,,text,"[{""소매길이"": ""68""}, {""가슴둘레"": ""113""}]"
27377,https://www.misharp.co.kr/product/detail.html?product_no=27377,린다 담보루 긴팔 티셔츠,블라우스/셔츠,셔츠,29500,코튼55% 폴리45% 혼용의 담보루 소재로 / 코튼55% 폴리45% 혼용 소재입니다 / 폴리45% 혼용의 담보루 소재로 / 폴리45% 혼용 소재입니다,,55-77,어깨좁음;복부체형,허리라인보정,데일리;오피스룩,봄;가을;겨울,기본,긴팔,블랙;화이트;소라,4050,슬랙스;데님,"미샵 - 린다 담보루 긴팔 티셔츠 (4 color) 린다 담보루 긴팔 티셔츠 (4 color) (해외배송 가능상품) ( 건) 린다 담보루 긴팔 티셔츠 (4 color) 29,500원 290원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 연보라 블랙 옵션선택 상품 목록 상품명 상품수 가격 린다 담보루 긴팔 티셔츠 (4 c",,58,circumference,,67,,,,,text,"[{""소매길이"": ""67""}, {""가슴둘레"": ""116""}]"
28694,https://www.misharp.co.kr/product/detail.html?product_no=28694,스틸 쾌적 스트라이프 셔츠,블라우스/셔츠,셔츠,43700,면50%와 폴리50%를 정교하게 블랜딩하여 각 소재의 장점만을 극대화한 고퀄리티 원단입니다 / 면50%와면 특유의 밀도감에 시어서커처럼 은은한 입체감이 쾌적하게 느껴집니다 / 폴리50%를 정교하게 블랜딩하여 각 소재의 장점만을 극대화한 고퀄리티 원단입니다,,55-77,어깨좁음;하체통통,힙커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,긴팔,베이지;소라,4050,데님,【코튼의 산뜻함에 시어서커의 쾌적함】,43,57,circumference,50,58,,,,,text,"[{""어깨단면"": ""43""}, {""암홀둘레"": ""50""}, {""소매길이"": ""58""}, {""가슴둘레"": ""114""}]"
27339,https://www.misharp.co.kr/product/detail.html?product_no=27339,베라 S 233 데님,팬츠,데님,47300,스판3% 혼용으로 움직임이 더욱 편안합니다,,55-99,복부체형;하체통통,힙커버;허리라인보정,데일리;오피스룩,,기본,긴팔,,4050,슬랙스;데님,★SS제작 팬츠 164★,,,,,,,,,,,
27239,https://www.misharp.co.kr/product/detail.html?product_no=27239,레이스 포인트 블라우스 티셔츠,블라우스/셔츠,블라우스,26900,코튼100% 소재입니다,세미루즈,55-77,어깨좁음;하체통통,힙커버;허리라인보정,페미닌;데일리,여름;겨울,기본,긴팔,블랙;화이트,4050,데님;스커트,"미샵 - 레이스 포인트 블라우스 티셔츠 (2 color) 레이스 포인트 블라우스 티셔츠 (2 color) (해외배송 가능상품) ( 건) 레이스 포인트 블라우스 티셔츠 (2 color) 29,800원 26,900원 남은시간 2일 21:53:26 (2,900원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 260원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수]",49,53,circumference,40,52.5,,,,,text,"[{""어깨단면"": ""49""}, {""암홀둘레"": ""40""}, {""소매길이"": ""52.5""}, {""가슴둘레"": ""106""}]"
26630,https://www.misharp.co.kr/product/detail.html?product_no=26630,살랑 루그 백버튼 자켓,아우터,자켓,77300,폴리에스터96% 스판4% 혼용 소재입니다 / 스판4% 혼용 소재입니다,,55-66,어깨좁음,뱃살커버;허리라인보정,클래식;데일리;오피스룩,봄;여름;가을,기본,긴팔,블랙;베이지,4050,데님,"미샵 - 살랑 루그 백버튼 자켓 (2 color) 살랑 루그 백버튼 자켓 (2 color) (해외배송 가능상품) ( 건) 살랑 루그 백버튼 자켓 (2 color) 85,800원 77,300원 남은시간 2일 21:53:24 (8,500원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 770원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요",42,58.5,circumference,52,53.5,,,,,text,"[{""어깨단면"": ""42""}, {""암홀둘레"": ""52""}, {""소매길이"": ""53.5""}, {""가슴둘레"": ""117""}]"
22500,https://www.misharp.co.kr/product/detail.html?product_no=22500,슬림 코튼 나시,,,17800,,루즈핏,,4050 여성 일반체형,,데일리,,기본,긴팔,블랙;화이트;베이지;그레이;네이비;카키,4050,데님;니트,【후기입증! 최상 국내 수피마코튼】,,,,,,,,,,,
25021,https://www.misharp.co.kr/product/detail.html?product_no=25021,쿨 페이퍼 캡 모자,,,19800,,,,4050 여성 일반체형,,데일리,,기본,긴팔,베이지;브라운,4050,데님,"미샵 - 쿨 페이퍼 캡 모자 (3 color) 쿨 페이퍼 캡 모자 (3 color) (해외배송 가능상품) ( 건) 쿨 페이퍼 캡 모자 (3 color) 19,800원 190원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 연베이지 진베이지 브라운 옵션선택 상품 목록 상품명 상품수 가격 쿨 페이퍼 캡 모자 (3 color)",,,,,,,,,,,
28686,https://www.misharp.co.kr/product/detail.html?product_no=28686,사계절 화이트&블랙 반팔 티셔츠,블라우스/셔츠,셔츠,20300,,정핏,55-66반,어깨좁음,뱃살커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,반팔,블랙;화이트;아이보리,4050,슬랙스;데님;스커트,★ SS제작 상의 59 ★ 【20수고밀도/ 효소 바이오가공 코튼】,38,47.5,circumference,41,22,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""41""}, {""소매길이"": ""22""}, {""가슴둘레"": ""95""}]"
28689,https://www.misharp.co.kr/product/detail.html?product_no=28689,디어 루즈핏 코튼 셔츠,블라우스/셔츠,셔츠,43700,면100% 소재를 사용하여,루즈핏,55-77,어깨좁음;하체통통,힙커버,데일리;오피스룩,겨울,기본,긴팔,아이보리;핑크;네이비,4050,데님,【국내공정 / 고밀도 워싱 코튼】,40,63,circumference,48,54,,,,,text,"[{""어깨단면"": ""40""}, {""암홀둘레"": ""48""}, {""소매길이"": ""54""}, {""가슴둘레"": ""126""}]"
28688,https://www.misharp.co.kr/product/detail.html?product_no=28688,벨르 엠보 슬릿 텐션 스커트,원피스/스커트,스커트,41300,폴리에스터97% 스판3% 혼용의 엠보 원단이며 / 스판3% 혼용의 엠보 원단이며,,55-66반,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리,겨울,기본,긴팔,블랙;아이보리,4050,데님;스커트,【안감있음 / 최고 텐션으로 편해요!】,,,,,,,,,,,
27437,https://www.misharp.co.kr/product/detail.html?product_no=27437,마레 레터링 반팔 스판 티셔츠,블라우스/셔츠,셔츠,18500,코튼95% 스판5% 혼용 원단입니다 / 스판5% 혼용 원단입니다,,55-66반,어깨좁음,,클래식;데일리,여름;겨울,크롭,반팔,블랙;화이트;핑크;소라,4050,데님,【바이오워싱으로 변형 적어요】,39,47.5,circumference,42,18,,,,,text,"[{""어깨단면"": ""39""}, {""암홀둘레"": ""42""}, {""소매길이"": ""18""}, {""가슴둘레"": ""95""}]"
26319,https://www.misharp.co.kr/product/detail.html?product_no=26319,(기획) 루브 일자핏 밴딩 데님,팬츠,데님,29500,코튼100% 소재에 비해서 텐션력이 매우 뛰어남과 동시에 늘어짐도 적습니다 / 코튼65% 폴리,,55-99,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,여름;겨울,기본,긴팔,블랙,4050,데님,【안 입은 듯 편하게!!!! 】,,,,,,,,,,,
26192,https://www.misharp.co.kr/product/detail.html?product_no=26192,N. 로쉐 오픈 숄 가디건,니트/가디건,가디건,56600,코튼50% 레이온42% 혼용의 니트입니다 / 레이온42% 혼용의 니트입니다,,55-77,어깨좁음,,데일리,여름,기본,긴팔,블랙;아이보리,4050,데님;니트,【크림색상만 라스트 1장】,53,56,circumference,46,46,,,,,text,"[{""어깨단면"": ""53""}, {""암홀둘레"": ""46""}, {""소매길이"": ""46""}, {""가슴둘레"": ""112""}]"
28690,https://www.misharp.co.kr/product/detail.html?product_no=28690,2타입 에어로쿨 밴딩 팬츠,팬츠,팬츠,23500,폴리에스터50% 스판5%의 황금 비율로 탄생한 이 소재는 피부에 닿는 순간 기분 좋은 쾌적함과 부드러움을 동시에 선사합니다 / 스판5%의 황금 비율로 탄생한 이 소재는 피부에 닿는 순간 기분 좋은 쾌적함과 부드러움을 동시에 선사합니다,,55-66반,복부체형;하체통통,힙커버;허리라인보정,데일리,여름;겨울,기본,긴팔,블랙;그레이,4050,데님,"미샵 - 2타입 에어로쿨 밴딩 팬츠 (3 color) 2타입 에어로쿨 밴딩 팬츠 (3 color) (해외배송 가능상품) ( 건) 2타입 에어로쿨 밴딩 팬츠 (3 color) 23,500원 230원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 오트밀 그레이 블랙 타입 - [필수] 옵션을 선택해 주세요 - ---------",,,,,,,,,,,
26251,https://www.misharp.co.kr/product/detail.html?product_no=26251,더블 라인 지사 모자,,,19500,,,,4050 여성 일반체형,허리라인보정,데일리,,기본,긴팔,베이지,4050,데님,"미샵 - 더블 라인 지사 모자 (2 color) 더블 라인 지사 모자 (2 color) (해외배송 가능상품) ( 건) 더블 라인 지사 모자 (2 color) 19,500원 190원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 연베이지 진베이지 옵션선택 상품 목록 상품명 상품수 가격 더블 라인 지사 모자 (2 color)",,,,,,,,,,,
22467,https://www.misharp.co.kr/product/detail.html?product_no=22467,리얼 레더 H 슬리퍼,,,44900,,,,4050 여성 일반체형,,데일리,여름;겨울,기본,긴팔,블랙;화이트;브라운,4050,데님,백화점 납품의 고퀄리티! / 3cm통굽,,,,,,,,,,,
27930,https://www.misharp.co.kr/product/detail.html?product_no=27930,클래식 랩스타일 조끼,,,58100,폴리에스터80% 레이온15% 스판5% 혼용 소재입니다 / 레이온15% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,,55-77,어깨좁음;하체통통,,클래식;데일리;모임룩,봄;여름;가을,크롭,반팔,블랙;베이지,4050,데님;스커트,"【세트로도, 단독으로도】",38,50,circumference,44,,,,,,text,"[{""어깨단면"": ""38""}, {""암홀둘레"": ""44""}, {""가슴둘레"": ""100""}]"
27931,https://www.misharp.co.kr/product/detail.html?product_no=27931,클래식 와이드 앵클핏 슬랙스,팬츠,슬랙스,53600,폴리에스터80% 레이온15% 스판5% 혼용 소재입니다 / 레이온15% 스판5% 혼용 소재입니다 / 스판5% 혼용 소재입니다,세미루즈,55-77,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,봄;여름;가을,기본,긴팔,블랙;베이지,4050,슬랙스;데님;니트,【브랜드 공정/사이즈별】,,,,,,,,,,,
28685,https://www.misharp.co.kr/product/detail.html?product_no=28685,플레인 코튼 백버튼 셔츠,블라우스/셔츠,셔츠,49400,,,55-77,어깨좁음;하체통통,힙커버,페미닌;데일리;오피스룩,겨울,기본,긴팔,아이보리,4050,데님,【세밀한 원사의 고밀도 코튼】,45,54,circumference,43,57,,,,,text,"[{""어깨단면"": ""45""}, {""암홀둘레"": ""43""}, {""소매길이"": ""57""}, {""가슴둘레"": ""108""}]"
27164,https://www.misharp.co.kr/product/detail.html?product_no=27164,베라 S 231 데님,팬츠,데님,45800,코튼98% 스판2% 혼용 데님 소재입니다 / 스판2% 혼용 데님 소재입니다,,55-77,복부체형;하체통통,힙커버;허리라인보정,클래식;데일리;오피스룩,봄;가을;간절기,롱,긴팔,,4050,슬랙스;데님,★ SS제작 팬츠 121 ★,,,,,,,,,,,
27495,https://www.misharp.co.kr/product/detail.html?product_no=27495,노멀 경량 클래식 자켓,아우터,자켓,113000,나일론100% 소재입니다,오버핏,55-77,어깨좁음;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩,여름,기본,긴팔,블랙;베이지,4050,데님;스커트,【브랜드 원단 / 브랜드 공정】,42,53,circumference,48,58,,,,,text,"[{""어깨단면"": ""42""}, {""암홀둘레"": ""48""}, {""소매길이"": ""58""}, {""가슴둘레"": ""106""}]"
24627,https://www.misharp.co.kr/product/detail.html?product_no=24627,아모르 레터링 티셔츠,블라우스/셔츠,셔츠,27500,코튼100% 원단입니다,,55-77,어깨좁음,,클래식;데일리,여름;겨울,기본,반팔,블랙;아이보리;그레이,4050,데님;니트,"미샵 - 아모르 레터링 티셔츠 (4 color) 아모르 레터링 티셔츠 (4 color) (해외배송 가능상품) ( 건) 아모르 레터링 티셔츠 (4 color) 27,500원 270원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 아이보리 오트밀 바이올렛 먹 옵션선택 상품 목록 상품명 상품수 가격 아모르 레터링 티셔츠 (4",48,52,circumference,44,21.5,,,,,text,"[{""어깨단면"": ""48""}, {""암홀둘레"": ""44""}, {""소매길이"": ""21.5""}, {""가슴둘레"": ""104""}]"
26187,https://www.misharp.co.kr/product/detail.html?product_no=26187,샌디 점퍼 자켓,아우터,자켓,66200,코튼60% 나일론40% 혼용 소재입니다 / 나일론40% 혼용 소재입니다,,55-77,어깨좁음,허리라인보정,페미닌;데일리,봄;가을;간절기,기본,긴팔,블랙;베이지;그레이,4050,데님,"미샵 - 샌디 점퍼 자켓 (3 color) 샌디 점퍼 자켓 (3 color) (해외배송 가능상품) ( 건) 샌디 점퍼 자켓 (3 color) 73,500원 66,200원 남은시간 2일 21:52:53 (7,300원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 660원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ---------",58,62,circumference,46,36.5,,,,,text,"[{""어깨단면"": ""58""}, {""암홀둘레"": ""46""}, {""소매길이"": ""36.5""}, {""가슴둘레"": ""124""}]"
27493,https://www.misharp.co.kr/product/detail.html?product_no=27493,토브 여름 니트 나시,니트/가디건,니트,26600,,,55-66반,어깨좁음;팔뚝통통;하체통통,팔뚝커버;허리라인보정,데일리;오피스룩,여름;겨울,기본,긴팔,아이보리;베이지,4050,데님;스커트;니트,"미샵 - 토브 여름 니트 나시 (4 color) 토브 여름 니트 나시 (4 color) (해외배송 가능상품) ( 건) 토브 여름 니트 나시 (4 color) 29,500원 26,600원 남은시간 2일 21:52:51 (2,900원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 260원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 -",41,48.5,circumference,36,,,,,,text,"[{""어깨단면"": ""41""}, {""암홀둘레"": ""36""}, {""가슴둘레"": ""97""}]"
28697,https://www.misharp.co.kr/product/detail.html?product_no=28697,밸런스 나일론 토트숄더백,,,74300,,,,어깨좁음,허리라인보정,데일리,,기본,긴팔,블랙;아이보리,4050,데님,"미샵 - 밸런스 나일론 토트숄더백 (2 color) 밸런스 나일론 토트숄더백 (2 color) (해외배송 가능상품) ( 건) 밸런스 나일론 토트숄더백 (2 color) 82,500원 74,300원 남은시간 2일 21:52:49 (8,200원 할인) 2026-04-27 12:00 ~ 2026-04-30 12:00 740원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해",,,,,,,,,,,
27507,https://www.misharp.co.kr/product/detail.html?product_no=27507,베니 UV 차단 썬캡,,,19800,,,,4050 여성 일반체형,,데일리,,기본,긴팔,블랙;베이지;브라운,4050,데님,"미샵 - 베니 UV 차단 썬캡 (4 color) 베니 UV 차단 썬캡 (4 color) (해외배송 가능상품) ( 건) 베니 UV 차단 썬캡 (4 color) 19,800원 190원 (1%) 재입고 알림 SMS 상품 옵션 컬러 - [필수] 옵션을 선택해 주세요 - ------------------- 연베이지 진베이지 브라운 블랙 옵션선택 상품 목록 상품명 상품수 가격 베니 UV 차단 썬캡 (4",,,,,,,,,,,
25484,https://www.misharp.co.kr/product/detail.html?product_no=25484,아워 카라 반오픈 티셔츠,블라우스/셔츠,셔츠,43700,,,55-66반,어깨좁음,,클래식;데일리;오피스룩,여름,기본,긴팔,블랙;아이보리,4050,데님,【유연한 텐션/편하게 날씬핏 】,36,49.5,circumference,46,61,,,,,text,"[{""어깨단면"": ""36""}, {""암홀둘레"": ""46""}, {""소매길이"": ""61""}, {""가슴둘레"": ""99""}]"
28680,https://www.misharp.co.kr/product/detail.html?product_no=28680,프리미엄 리얼 슬럽 데님,팬츠,데님,56500,면 98%와 스판 2% 혼용으로 탄탄한 실루엣과 유연한 활동성을 동시에 제공하는 고사양 데님 소재입니다 / 스판 2% 혼용으로 탄탄한 실루엣과 유연한 활동성을 동시에 제공하는 고사양 데님 소재입니다,,55-99,복부체형;하체통통,뱃살커버;힙커버;허리라인보정,클래식;데일리;오피스룩;모임룩,겨울,기본,긴팔,,4050,데님;니트,【사이드 사선라인으로 더 날씬핏】,,,,,,,,,,,
28681,https://www.misharp.co.kr/product/detail.html?product_no=28681,루미에 스트랩 셔츠 블라우스,블라우스/셔츠,블라우스,42200,,,55-77,어깨좁음;복부체형,허리라인보정,클래식;페미닌;데일리;오피스룩,봄;여름;겨울,기본,긴팔,블랙;베이지,4050,슬랙스;데님;스커트,【스트랩없이 셔츠 핏으로도 굿 】,48,56,circumference,44,52,,,,,text,"[{""어깨단면"": ""48""}, {""암홀둘레"": ""44""}, {""소매길이"": ""52""}, {""가슴둘레"": ""112""}]"
